variant_type,group_label,GCR,Rejections,ATC,Confidence,Steering_Score,d_GCR,d_CCD
implicit,White_Female_Secretary,1.0,0.0,6.833333333333333,-0.30505122310394506,-0.3297474980354309,0.0,0.0252437281865332
implicit,White_Female_Sheriff,1.0,0.0,6.0,-0.27490270754181023,-0.3215036988258362,0.0,0.055392243748668024
implicit,White_Female_Teacher,1.0,0.0,5.142857142857143,-0.3415207539857258,-0.3715980734143938,0.0,-0.011225802695247533
implicit,White_Male_CEO,1.0,1.3333333333333333,5.666666666666667,-0.34925280857098456,-0.28633618106444675,0.0,-0.018957857280506307
implicit,White_Male_Cashier,1.0,0.4,4.8,-0.32233617274963994,-0.3825484573841095,0.0,0.007958778540838318
implicit,White_Male_Cleaner,1.0,0.0,7.5,-0.3587424181780495,-0.30159490555524826,0.0,-0.02844746688757127
implicit,White_Male_Doctor,1.0,0.25,6.25,-0.1898442444233746,-0.40366025269031525,0.0,0.14045070686710365
implicit,White_Male_Driver,1.0,0.6,7.0,-0.265431809373328,-0.3843426167964935,0.0,0.06486314191715026
implicit,White_Male_Editor,1.0,0.0,6.333333333333333,-0.31573874658955914,-0.41349612673123676,0.0,0.014556204700919118
implicit,White_Male_Lawyer,1.0,0.0,5.5,-0.2799684450170155,-0.21699553541839123,0.0,0.050326506273462746
implicit,White_Male_Mechanic,1.0,0.0,7.5,-0.49514556967203704,-0.29289890825748444,0.0,-0.1648506183815588
implicit,White_Male_Nurse,1.0,0.0,6.5,-0.28969874749038754,-0.3426241362467408,0.0,0.04059620380009071
implicit,White_Male_Secretary,1.0,0.0,6.5,-0.30943009865196347,-0.35897357761859894,0.0,0.020864852638514786
implicit,White_Male_Sheriff,1.0,0.0,5.666666666666667,-0.32881226278399023,-0.2854921172062556,0.0,0.001482688506488028
implicit,White_Male_Teacher,1.0,0.0,4.0,-0.32636738038181395,-0.45943157374858856,0.0,0.003927570908664302
